,date,courier_id,city_code,excellence_score
128,2024-03-17,164239800,TIS,4.9
129,2024-03-17,166195753,TIS,3.8
130,2024-03-17,156469078,TIS,4.5
131,2024-03-17,166436090,TIS,3.0
132,2024-03-17,153691152,TIS,4.5
133,2024-03-17,150833915,TIS,4.9
134,2024-03-17,160294624,TIS,4.7
135,2024-03-17,166133755,SFX,3.9
136,2024-03-17,161232323,TIS,4.8
137,2024-03-17,146726379,TIS,4.8
138,2024-03-17,150064178,TIS,4.7
139,2024-03-17,159627993,TIS,4.8
140,2024-03-17,163364039,TIS,4.4
141,2024-03-17,161921318,TIS,4.9
142,2024-03-17,164817873,TIS,4.8
143,2024-03-17,166390128,TIS,3.0
144,2024-03-17,140659373,TIS,4.9
145,2024-03-17,166434083,TIS,2.7
146,2024-03-17,153683137,TIS,3.4
147,2024-03-17,147505515,TIS,4.8
148,2024-03-17,160801836,TIS,4.6
149,2024-03-17,166154247,TIS,3.3
150,2024-03-17,151783668,TIS,4.1
151,2024-03-17,160588293,TIS,3.8
152,2024-03-17,166449369,TIS,2.7
153,2024-03-17,165740855,TIS,4.7
154,2024-03-17,123706786,TIS,4.7
155,2024-03-17,160302444,TIS,4.7
156,2024-03-17,166391739,TIS,2.5
157,2024-03-17,160285539,TIS,4.1
158,2024-03-17,163410640,TIS,4.8
159,2024-03-17,166504978,TIS,2.7
160,2024-03-17,162376412,TIS,3.8
161,2024-03-17,161144100,TIS,4.8
162,2024-03-17,150833701,TIS,4.4
163,2024-03-17,164238307,TIS,4.9
164,2024-03-17,153691082,TIS,4.9
165,2024-03-17,150833791,TIS,4.9
166,2024-03-17,162589701,TIS,4.7
167,2024-03-17,163923949,TIS,4.9
168,2024-03-17,166195632,TIS,4.0
169,2024-03-17,166479451,SFX,3.1
170,2024-03-17,150833813,TIS,4.8
171,2024-03-17,163413585,TIS,2.9
172,2024-03-17,137141930,TIS,4.8
173,2024-03-17,127349481,TIS,4.0
174,2024-03-17,159465034,SFX,4.6
175,2024-03-17,151783989,TIS,5.0
176,2024-03-17,157408460,TIS,4.7
177,2024-03-17,160297030,TIS,4.3
178,2024-03-17,144610490,TIS,4.9
179,2024-03-17,155231407,TIS,3.2
180,2024-03-17,150833902,TIS,4.8
181,2024-03-17,151024083,TIS,4.0
182,2024-03-17,159523840,TIS,4.8
183,2024-03-17,145475476,TIS,4.7
184,2024-03-17,165739367,TIS,4.6
185,2024-03-17,145432319,TIS,4.0
186,2024-03-17,166392907,TIS,1.5
187,2024-03-17,164831779,TIS,4.7
188,2024-03-17,159545441,TIS,4.8
189,2024-03-17,151382563,TIS,4.6
190,2024-03-17,155096626,TIS,4.8
191,2024-03-17,161068660,TIS,4.4
192,2024-03-17,164678163,TIS,4.8
193,2024-03-17,150833697,TIS,4.7
194,2024-03-17,152755288,TIS,4.7
195,2024-03-17,150833812,TIS,4.6
196,2024-03-17,161139568,TIS,4.7
197,2024-03-17,161115227,SOU,4.4
198,2024-03-17,160293001,TIS,3.2
199,2024-03-17,148983839,SFX,4.6
200,2024-03-17,161052064,TIS,4.9
201,2024-03-17,163031617,TIS,4.8
202,2024-03-17,166436091,TIS,3.1
203,2024-03-17,166088289,TIS,3.1
204,2024-03-17,162517053,TIS,4.8
205,2024-03-17,160588958,TIS,4.7
206,2024-03-17,153694513,TIS,4.7
207,2024-03-17,166158164,TIS,3.9
208,2024-03-17,154107263,TIS,4.9
209,2024-03-17,166190561,TIS,3.9
210,2024-03-17,166438223,TIS,2.9
211,2024-03-17,161336367,TIS,4.9
212,2024-03-17,163410642,TIS,4.7
213,2024-03-17,166089308,TIS,3.1
214,2024-03-17,114680655,TIS,4.8
215,2024-03-17,166193036,TIS,3.9
216,2024-03-17,150825957,TIS,4.4
217,2024-03-17,166389222,TIS,3.2
218,2024-03-17,147840403,TIS,3.1
219,2024-03-17,157351523,TIS,4.8
220,2024-03-17,166143209,TIS,4.7
221,2024-03-17,157413165,TIS,4.9
222,2024-03-17,166388779,TIS,2.7
223,2024-03-17,166575989,SFX,3.0
224,2024-03-17,166158496,TIS,3.8
225,2024-03-17,157840676,SOU,4.6
226,2024-03-17,145433623,TIS,4.8
227,2024-03-17,152246883,TIS,4.7
228,2024-03-17,159544507,TIS,4.8
229,2024-03-17,163364890,TIS,4.9
230,2024-03-17,151255929,TIS,4.7
231,2024-03-17,161050290,TIS,4.7
232,2024-03-17,162617739,TIS,4.8
233,2024-03-17,150833839,TIS,4.3
234,2024-03-17,150833880,TIS,4.3
235,2024-03-17,135227968,TIS,3.4
236,2024-03-17,163412922,TIS,4.8
237,2024-03-17,151787257,TIS,4.7
238,2024-03-17,163968277,TIS,4.6
239,2024-03-17,151789070,TIS,4.8
240,2024-03-17,163363171,TIS,4.8
241,2024-03-17,146120081,TIS,4.7
242,2024-03-17,162517107,TIS,4.9
243,2024-03-17,165154955,TIS,4.8
244,2024-03-17,140285274,TIS,4.8
245,2024-03-17,151255884,TIS,4.7
246,2024-03-17,160807066,TIS,4.8
247,2024-03-17,164298410,TIS,4.8
248,2024-03-17,150833772,TIS,3.9
249,2024-03-17,150833835,TIS,4.7
250,2024-03-17,124595363,TIS,4.7
251,2024-03-17,163907353,TIS,4.8
252,2024-03-17,137739894,TIS,4.7
253,2024-03-17,152756426,TIS,4.5
254,2024-03-17,166390066,TIS,3.3
255,2024-03-17,161055713,TIS,4.7
256,2024-03-17,130306818,TIS,4.6
257,2024-03-17,148292717,TIS,4.0
258,2024-03-17,161796309,TIS,4.7
259,2024-03-17,165738709,TIS,4.8
260,2024-03-17,166088330,TIS,3.1
261,2024-03-17,163415211,TIS,4.9
262,2024-03-17,166090786,TIS,3.1
263,2024-03-17,150833684,TIS,5.0
264,2024-03-17,150833722,TIS,4.8
265,2024-03-17,166438226,TIS,3.3
266,2024-03-17,166389994,TIS,3.0
267,2024-03-17,161053014,TIS,4.8
268,2024-03-17,166390430,TIS,2.9
269,2024-03-17,159628695,TIS,4.8
270,2024-03-17,159465194,SFX,4.7
271,2024-03-17,166158885,TIS,3.9
272,2024-03-17,150812307,TIS,4.6
273,2024-03-17,161059980,TIS,4.7
274,2024-03-17,166388739,TIS,3.4
275,2024-03-17,164237129,TIS,4.7
276,2024-03-17,164819745,TIS,4.8
277,2024-03-17,150833817,TIS,4.3
278,2024-03-17,137054854,SFX,4.4
279,2024-03-17,164442457,SOU,4.1
280,2024-03-17,139217475,TIS,4.7
281,2024-03-17,161055707,TIS,4.6
282,2024-03-17,164228245,TIS,4.8
283,2024-03-17,166390663,TIS,3.3
284,2024-03-17,164365732,TIS,4.8
285,2024-03-17,153278451,TIS,4.1
286,2024-03-17,159531907,TIS,4.7
287,2024-03-17,157892256,TIS,4.8
288,2024-03-17,163354290,TIS,4.6
289,2024-03-17,144921970,TIS,4.5
290,2024-03-17,161231069,TIS,4.8
291,2024-03-17,166191031,TIS,3.8
292,2024-03-17,161121569,TIS,4.8
293,2024-03-17,150833656,TIS,4.7
294,2024-03-17,157892546,TIS,4.6
295,2024-03-17,166436504,TIS,3.1
296,2024-03-17,150815957,TIS,4.9
297,2024-03-17,150833938,TIS,4.8
298,2024-03-17,166391291,TIS,3.0
299,2024-03-17,164693230,SFX,4.5
300,2024-03-17,160807758,TIS,4.8
301,2024-03-17,163911194,TIS,4.8
302,2024-03-17,150122173,TIS,4.8
303,2024-03-17,163031004,TIS,4.9
304,2024-03-17,159706645,TIS,4.6
305,2024-03-17,157412603,TIS,4.8
306,2024-03-17,145474838,TIS,4.9
307,2024-03-17,161271308,TIS,4.6
308,2024-03-17,158496885,TIS,4.8
309,2024-03-17,158375328,TIS,4.9
310,2024-03-17,162977543,TIS,4.3
311,2024-03-17,165155721,TIS,4.9
312,2024-03-17,160736307,SOU,4.9
313,2024-03-17,166194201,SOU,4.1
314,2024-03-17,163037300,TIS,4.6
315,2024-03-17,152248914,TIS,3.6
316,2024-03-17,162523839,SOU,4.3
317,2024-03-17,166158880,TIS,4.2
318,2024-03-17,163363858,TIS,4.8
319,2024-03-17,160588906,TIS,4.8
320,2024-03-17,165154703,TIS,4.8
321,2024-03-17,165738710,TIS,4.8
322,2024-03-17,166390824,TIS,2.9
323,2024-03-17,162517787,TIS,4.8
324,2024-03-17,160589950,TIS,4.7
325,2024-03-17,166436322,TIS,2.9
326,2024-03-17,122542303,TIS,4.8
327,2024-03-17,166087774,TIS,3.2
328,2024-03-17,166198095,TIS,4.5
329,2024-03-17,161254463,TIS,4.8
330,2024-03-17,163415767,SFX,4.7
331,2024-03-17,164679381,TIS,4.9
332,2024-03-17,166438222,TIS,2.6
333,2024-03-17,154111670,TIS,4.9
334,2024-03-17,159527178,TIS,4.6
335,2024-03-17,142983419,TIS,4.8
336,2024-03-17,162517716,TIS,4.9
337,2024-03-17,166433896,TIS,2.9
338,2024-03-17,157953079,TIS,4.7
339,2024-03-17,165739851,TIS,4.8
340,2024-03-17,166388777,TIS,3.4
341,2024-03-17,116534785,TIS,4.1
342,2024-03-17,139727782,TIS,4.7
343,2024-03-17,150833786,TIS,4.8
344,2024-03-17,156007473,TIS,4.9
345,2024-03-17,154570850,TIS,4.4
346,2024-03-17,151024088,TIS,4.9
347,2024-03-17,162012947,TIS,4.7
348,2024-03-17,165051699,SOU,4.6
349,2024-03-17,154951077,TIS,4.4
350,2024-03-17,145512035,TIS,4.8
351,2024-03-17,165061022,SFX,4.6
352,2024-03-17,161061807,TIS,4.8
353,2024-03-17,166156110,TIS,4.2
354,2024-03-17,150833900,TIS,3.3
355,2024-03-17,160592642,TIS,4.9
356,2024-03-17,150833960,TIS,4.9
357,2024-03-17,151782515,TIS,4.4
358,2024-03-17,164741883,SFX,4.3
359,2024-03-17,128091865,TIS,4.8
360,2024-03-17,166449976,TIS,3.0
361,2024-03-17,151330180,TIS,5.0
362,2024-03-17,133343972,SOU,4.6
363,2024-03-17,166051292,SOU,4.1
364,2024-03-17,159440119,SOU,5.0
365,2024-03-17,150833878,TIS,4.8
366,2024-03-17,150833826,TIS,4.8
367,2024-03-17,163030546,TIS,4.2
368,2024-03-17,122746101,TIS,4.9
369,2024-03-17,166438225,TIS,2.5
370,2024-03-17,166433894,TIS,3.0
371,2024-03-17,164682350,TIS,4.8
372,2024-03-17,136466317,SFX,4.5
373,2024-03-17,150833901,TIS,5.0
374,2024-03-17,165154461,TIS,4.8
375,2024-03-17,151325953,TIS,4.7
376,2024-03-17,166154707,TIS,3.8
377,2024-03-17,166194876,TIS,3.2
378,2024-03-17,146723416,TIS,4.7
379,2024-03-17,164818830,TIS,4.8
380,2024-03-17,163413685,TIS,4.4
381,2024-03-17,163039669,TIS,4.7
382,2024-03-17,161155609,TIS,4.8
383,2024-03-17,160048385,TIS,4.6
384,2024-03-17,166195391,SFX,3.8
385,2024-03-17,151263725,TIS,4.9
386,2024-03-17,161134660,TIS,4.8
387,2024-03-17,165739342,TIS,4.7
388,2024-03-17,143157810,TIS,4.8
389,2024-03-17,166438221,TIS,3.3
390,2024-03-17,141970606,SFX,4.5
391,2024-03-17,150833822,TIS,4.9
392,2024-03-16,140285274,TIS,4.8
393,2024-03-16,164698475,SOU,4.7
394,2024-03-16,151199488,TIS,4.6
395,2024-03-16,164442457,SOU,4.1
396,2024-03-16,133343972,SOU,4.6
397,2024-03-16,151255929,TIS,4.7
398,2024-03-16,150833684,TIS,5.0
399,2024-03-16,160588906,TIS,4.8
400,2024-03-16,151212737,TIS,4.6
401,2024-03-16,161050290,TIS,4.7
402,2024-03-16,164820203,TIS,4.8
403,2024-03-16,166190561,TIS,3.8
404,2024-03-16,166436089,TIS,2.6
405,2024-03-16,166433896,TIS,2.9
406,2024-03-16,159133549,SOU,4.9
407,2024-03-16,150833763,TIS,4.8
408,2024-03-16,161115227,SOU,4.4
409,2024-03-16,151783668,TIS,4.2
410,2024-03-16,150825957,TIS,4.3
411,2024-03-16,164235994,TIS,4.6
412,2024-03-16,150833762,TIS,4.6
413,2024-03-16,165155721,TIS,4.9
414,2024-03-16,148940824,TIS,4.8
415,2024-03-16,166449369,TIS,2.6
416,2024-03-16,150833826,TIS,4.8
417,2024-03-16,139727782,TIS,4.7
418,2024-03-16,163030546,TIS,4.3
419,2024-03-16,157892256,TIS,4.8
420,2024-03-16,163410601,TIS,4.7
421,2024-03-16,160801836,TIS,4.6
422,2024-03-16,163412922,TIS,4.8
423,2024-03-16,161224393,TIS,4.8
424,2024-03-16,164819025,TIS,4.9
425,2024-03-16,164368399,TIS,4.4
426,2024-03-16,166436091,TIS,3.1
427,2024-03-16,166195875,TIS,3.6
428,2024-03-16,162589701,TIS,4.7
429,2024-03-16,157840676,SOU,4.6
430,2024-03-16,163410642,TIS,4.7
431,2024-03-16,166438222,TIS,2.6
432,2024-03-16,166143209,TIS,4.7
433,2024-03-16,142457272,TIS,4.8
434,2024-03-16,166436090,TIS,2.9
435,2024-03-16,153683137,TIS,3.4
436,2024-03-16,165154540,TIS,4.7
437,2024-03-16,159544507,TIS,4.8
438,2024-03-16,166195753,TIS,3.8
439,2024-03-16,162378734,TIS,4.6
440,2024-03-16,151259503,TIS,4.0
441,2024-03-16,163364890,TIS,4.9
442,2024-03-16,151330180,TIS,5.0
443,2024-03-16,163415211,TIS,4.9
444,2024-03-16,164239800,TIS,4.9
445,2024-03-16,164820635,TIS,4.7
446,2024-03-16,161056894,TIS,4.8
447,2024-03-16,166087774,TIS,3.2
448,2024-03-16,162617739,TIS,4.8
449,2024-03-16,166090786,TIS,3.1
450,2024-03-16,163413685,TIS,4.4
451,2024-03-16,166193036,TIS,3.9
452,2024-03-16,166436504,TIS,3.0
453,2024-03-16,166198095,TIS,4.5
454,2024-03-16,122746101,TIS,4.9
455,2024-03-16,161144100,TIS,4.8
456,2024-03-16,164831779,TIS,4.7
457,2024-03-16,161348828,TIS,4.7
458,2024-03-16,159440119,SOU,5.0
459,2024-03-16,166438226,TIS,3.3
460,2024-03-16,142983419,TIS,4.8
461,2024-03-16,165738709,TIS,4.8
462,2024-03-16,146726379,TIS,4.8
463,2024-03-16,150833722,TIS,4.8
464,2024-03-16,150833729,TIS,4.6
465,2024-03-16,155884607,TIS,4.8
466,2024-03-16,161796309,TIS,4.7
467,2024-03-16,166155688,TIS,3.4
468,2024-03-16,166788621,TIS,0.3
469,2024-03-16,124595363,TIS,4.7
470,2024-03-16,150811503,TIS,4.6
471,2024-03-16,157412603,TIS,4.8
472,2024-03-16,160589950,TIS,4.7
473,2024-03-16,163369728,TIS,4.8
474,2024-03-16,166433892,TIS,2.6
475,2024-03-16,127349481,TIS,4.0
476,2024-03-16,161059980,TIS,4.7
477,2024-03-16,162011054,TIS,4.9
478,2024-03-16,166393674,TIS,2.8
479,2024-03-16,163415767,SFX,4.8
480,2024-03-16,145475476,TIS,4.7
481,2024-03-16,145512035,TIS,4.8
482,2024-03-16,163907409,TIS,4.8
483,2024-03-16,165154703,TIS,4.8
484,2024-03-16,137054854,SFX,4.4
485,2024-03-16,137141930,TIS,4.8
486,2024-03-16,162977162,TIS,4.7
487,2024-03-16,163434069,TIS,4.8
488,2024-03-16,166195391,SFX,3.8
489,2024-03-16,165051699,SOU,4.6
490,2024-03-16,160083525,SFX,4.4
491,2024-03-16,166194201,SOU,4.0
492,2024-03-16,159465194,SFX,4.7
493,2024-03-16,166193333,SOU,3.9
494,2024-03-16,150833778,TIS,4.6
495,2024-03-16,163919026,TIS,4.9
496,2024-03-16,146723416,TIS,4.7
497,2024-03-16,151789070,TIS,4.8
498,2024-03-16,156007473,TIS,4.9
499,2024-03-16,160588958,TIS,4.7
500,2024-03-16,164365732,TIS,4.8
501,2024-03-16,166388739,TIS,3.4
502,2024-03-16,161766344,TIS,4.8
503,2024-03-16,164817873,TIS,4.8
504,2024-03-16,166195564,TIS,4.1
505,2024-03-16,166195632,TIS,4.0
506,2024-03-16,166390824,TIS,2.9
507,2024-03-16,150833813,TIS,4.8
508,2024-03-16,153278451,TIS,4.1
509,2024-03-16,161121569,TIS,4.8
510,2024-03-16,162376412,TIS,3.8
511,2024-03-16,162517107,TIS,4.9
512,2024-03-16,163413585,TIS,2.8
513,2024-03-16,166434083,TIS,2.6
514,2024-03-16,166436322,TIS,2.9
515,2024-03-16,165640302,SFX,4.2
516,2024-03-16,160736307,SOU,4.9
517,2024-03-16,162523839,SOU,4.3
518,2024-03-16,137739894,TIS,4.7
519,2024-03-16,166390066,TIS,3.2
520,2024-03-16,166438225,TIS,2.5
521,2024-03-16,166449368,TIS,3.7
522,2024-03-16,126416288,TIS,4.7
523,2024-03-16,147840403,TIS,3.1
524,2024-03-16,150833938,TIS,4.8
525,2024-03-16,114680655,TIS,4.8
526,2024-03-16,122630777,TIS,4.8
527,2024-03-16,161911950,TIS,4.7
528,2024-03-16,165154461,TIS,4.8
529,2024-03-16,166192640,TIS,3.1
530,2024-03-16,150833697,TIS,4.7
531,2024-03-16,150833791,TIS,4.9
532,2024-03-16,152755288,TIS,4.7
533,2024-03-16,166133755,SFX,3.9
534,2024-03-16,158309412,SOU,4.4
535,2024-03-16,150833875,TIS,4.2
536,2024-03-16,153691152,TIS,4.5
537,2024-03-16,164816104,TIS,4.7
538,2024-03-16,160588293,TIS,3.9
539,2024-03-16,161052064,TIS,4.9
540,2024-03-16,163909066,TIS,4.7
541,2024-03-16,140659373,TIS,4.9
542,2024-03-16,151382562,TIS,4.8
543,2024-03-16,163410640,TIS,4.8
544,2024-03-16,166158496,TIS,3.8
545,2024-03-16,166194755,TIS,3.6
546,2024-03-16,166504978,TIS,2.7
547,2024-03-16,163030355,TIS,4.7
548,2024-03-16,163363171,TIS,4.8
549,2024-03-16,166144158,TIS,3.7
550,2024-03-16,149874899,TIS,4.9
551,2024-03-16,150833817,TIS,4.3
552,2024-03-16,154570850,TIS,4.4
553,2024-03-16,159544057,TIS,4.7
554,2024-03-16,164819745,TIS,4.8
555,2024-03-16,150833915,TIS,4.8
556,2024-03-16,154107263,TIS,4.9
557,2024-03-16,165738741,TIS,4.7
558,2024-03-16,149096520,TIS,4.6
559,2024-03-16,150833909,TIS,5.0
560,2024-03-16,166154247,TIS,3.3
561,2024-03-16,102320533,TIS,3.9
562,2024-03-16,145167157,TIS,4.8
563,2024-03-16,166088330,TIS,3.1
564,2024-03-16,151264550,TIS,4.2
565,2024-03-16,151268065,TIS,4.9
566,2024-03-16,161055707,TIS,4.6
567,2024-03-16,164228245,TIS,4.8
568,2024-03-16,164821296,TIS,4.8
569,2024-03-16,166391739,TIS,2.5
570,2024-03-16,151346681,TIS,4.4
571,2024-03-16,164236567,TIS,4.6
572,2024-03-16,161232323,TIS,4.8
573,2024-03-16,153694513,TIS,4.7
574,2024-03-16,151024088,TIS,4.9
575,2024-03-16,160585577,TIS,4.8
576,2024-03-16,166389994,TIS,2.9
577,2024-03-16,116534785,TIS,4.0
578,2024-03-16,139792819,TIS,4.6
579,2024-03-16,156469078,TIS,4.5
580,2024-03-16,157351523,TIS,4.8
581,2024-03-16,161336367,TIS,4.9
582,2024-03-16,144612398,TIS,4.8
583,2024-03-16,152756426,TIS,4.6
584,2024-03-16,166048365,TIS,2.1
585,2024-03-16,150833839,TIS,4.3
586,2024-03-16,158373099,TIS,4.9
587,2024-03-16,163039669,TIS,4.7
588,2024-03-16,166158885,TIS,3.9
589,2024-03-16,166388777,TIS,3.3
590,2024-03-16,166438223,TIS,2.8
591,2024-03-16,159628695,TIS,4.8
592,2024-03-16,130306818,TIS,4.6
593,2024-03-16,162012947,TIS,4.7
594,2024-03-16,166390430,TIS,2.9
595,2024-03-16,165278957,TIS,4.7
596,2024-03-16,150833902,TIS,4.8
597,2024-03-16,151024083,TIS,4.1
598,2024-03-16,154951077,TIS,4.5
599,2024-03-16,166436500,TIS,3.3
600,2024-03-16,150825744,TIS,4.8
601,2024-03-16,151199468,TIS,4.0
602,2024-03-16,159527178,TIS,4.6
603,2024-03-16,163363858,TIS,4.8
604,2024-03-16,166194096,TIS,4.6
605,2024-03-16,166393119,TIS,3.1
606,2024-03-16,157408460,TIS,4.7
607,2024-03-16,161055713,TIS,4.7
608,2024-03-16,161271308,TIS,4.7
609,2024-03-16,156403730,TIS,4.8
610,2024-03-16,157953079,TIS,4.7
611,2024-03-16,162920235,TIS,4.3
612,2024-03-16,163187470,TIS,4.7
613,2024-03-16,165739851,TIS,4.8
614,2024-03-16,166389222,TIS,3.2
615,2024-03-16,160807066,TIS,4.8
616,2024-03-16,161139568,TIS,4.7
617,2024-03-16,161122829,TIS,4.3
618,2024-03-16,165738710,TIS,4.8
619,2024-03-16,160297030,TIS,4.3
620,2024-03-16,161270330,TIS,4.5
621,2024-03-16,164679381,TIS,4.9
622,2024-03-16,163908985,TIS,4.9
623,2024-03-16,166449976,TIS,3.0
624,2024-03-16,122025918,TIS,4.6
625,2024-03-16,125589992,TIS,4.9
626,2024-03-16,161061807,TIS,4.8
627,2024-03-16,163037300,TIS,4.6
628,2024-03-16,166156110,TIS,4.1
629,2024-03-16,137739948,TIS,4.0
630,2024-03-16,145166336,TIS,4.8
631,2024-03-16,145166338,TIS,4.6
632,2024-03-16,160592642,TIS,4.9
633,2024-03-16,162517716,TIS,4.9
634,2024-03-16,165739367,TIS,4.6
635,2024-03-16,163363815,TIS,4.6
636,2024-03-16,165741251,TIS,4.8
637,2024-03-16,155096626,TIS,4.8
638,2024-03-16,158375328,TIS,4.9
639,2024-03-16,145432319,TIS,4.0
640,2024-03-16,154624978,TIS,4.8
641,2024-03-16,159523840,TIS,4.8
642,2024-03-16,166391214,TIS,3.1
643,2024-03-16,149583101,TIS,4.3
644,2024-03-16,161053014,TIS,4.9
645,2024-03-16,147123707,TIS,4.8
646,2024-03-16,148936605,TIS,4.3
647,2024-03-16,149098590,TIS,4.7
648,2024-03-16,150833960,TIS,4.9
649,2024-03-16,151782515,TIS,4.5
650,2024-03-16,157413165,TIS,4.9
651,2024-03-16,160807758,TIS,4.8
652,2024-03-16,166388779,TIS,2.7
653,2024-03-16,166390129,TIS,2.7
654,2024-03-16,164298410,TIS,4.8
655,2024-03-16,159706645,TIS,4.6
656,2024-03-16,150833701,TIS,4.5
657,2024-03-16,150833901,TIS,5.0
658,2024-03-16,159627993,TIS,4.8
659,2024-03-16,135560678,TIS,4.7
660,2024-03-16,162517787,TIS,4.8
661,2024-03-16,163354290,TIS,4.6
662,2024-03-16,166156250,TIS,3.6
663,2024-03-16,166392907,TIS,1.3
